,,,,,,,,,,,,,
Andris Ērglis - Ripoja akmens,,,,,,,,,,,,,
Athodi Brīnumzemē - Viņa Iespļāva Man Mute,,,,,,,,,,,,,
Atpogā manu kreklu - Ainārs Mielavs,,,,,,,,,,,,,
Autobuss debesīs - Ir tikai tveice,,,,,,,,,,,,,
Bet Bet - Kāpēc man nav sarkans mercedes,,,,,,,,,,,,,
Bukte - Viņai Ir Draugs Remastered,,,,,,,,,,,,,
Credo – Meitene ar kallu ziediem,,,,,,,,,,,,,
Disnejlenda - Agrais rīts,,,,,,,,,,,,,
Dons - Tuvums,,,,,,,,,,,,,
"Dzejnieka dziesma, Jānis Lūsēns",,,,,,,,,,,,,
Dzelzs vilks. Balerīna,,,,,,,,,,,,,
Ferrum - Dzērvenīt,,,,,,,,,,,,,
Fomins & Kleins – Tālu prom,,,,,,,,,,,,,
I.Kalniņš R.Kaupers - Es šodien jūku prātā,,,,,,,,,,,,,
Instrumenti - HES un tu,,,,,,,,,,,,,
Ja Tu Man Esi,,,,,,,,,,,,,
Joka pēc alfabēts,,,,,,,,,,,,,
Jumprava - Zem Diviem Karogiem - Jānis Rijnieks,,,,,,,,,,,,,
Kad Ēģiptē sniegs - by Angel,,,,,,,,,,,,,
Kad Man Mazinām vecais zābaciņš,,,,,,,,,,,,,
Kad mēness jūrā krīt,,,,,,,,,,,,,
"Kaspars Dimiters - Tu mana āfrika, tu mana antarktīda",,,,,,,,,,,,,
Krodziņš - arn1s,,,,,,,,,,,,,
Labvēlīgais tips - Džins ar toniku,,,,,,,,,,,,,
Labveligais Tips - Piektdiena 13,,,,,,,,,,,,,
Laima Vaikule - Nenāciet klāt man rudenī,,,,,,,,,,,,,
Līvi - Saldus saule,,,,,,,,,,,,,
Lūgums - Agrais rīts,,,,,,,,,,,,,
Made in Latvia. Alberts Legzdiņš,,,,,,,,,,,,,
Margarita,,,,,,,,,,,,,
"Mārtiņš Freimanis, Ance Krauze - Dzejnieka Karnevāls",,,,,,,,,,,,,
Melnā pantera - Agrais rīts,,,,,,,,,,,,,
Menuets - Alvas Zaldātiņi,,,,,,,,,,,,,
"Menuets - Dziesma, ar ko tu sāksies",,,,,,,,,,,,,
"Nē, Manis Nav",,,,,,,,,,,,,
"Nepareizā dziesma, Raimonds Pauls, Dālderi",,,,,,,,,,,,,
Omnibuss - Agrais rīts,,,,,,,,,,,,,
OTRA PUSE - LIETUS NOLIJIS VĀRDI,,,,,,,,,,,,,
Otra puse- Dievs dod,,,,,,,,,,,,,
"Par nesatikšanos, Uldis Stabulnieks, Pēteris Zirnītis",,,,,,,,,,,,,
Pasaule pasaulīt - Eolika,,,,,,,,,,,,,
Pērkons - Kāzas,,,,,,,,,,,,,
Pie baltas lapas,,,,,,,,,,,,,
Piekūns skrien debesīs - Ainārs Mielavs,,,,,,,,,,,,,
Pirmais Kurss - Sēnes,,,,,,,,,,,,,
"Prāta Vētra, Musiqq - Debesis iekrita Tevī - Instrumental Version",,,,,,,,,,,,,
Prāta Vētra - Četri Krasti - Instrumental Version - Andrey Lednev,,,,,,,,,,,,,
Prāta Vētra - Tu izvēlējies palikt,,,,,,,,,,,,,
Prāta vētra - Ziema,,,,,,,,,,,,,
Putnu Balle - Sauc Palīgā -,,,,,,,,,,,,,
Rīga  - Otra puse,,,,,,,,,,,,,
Tai pilsētā ir balti bērzu...,,,,,,,,,,,,,
"Tāpēc jau, ka nevar zināt, kāpēc, Raimonds Pauls",,,,,,,,,,,,,
"Taurenītis, Danyel Gerard, Ilmārs Dzenis",,,,,,,,,,,,,
"Tērēt, ne krāt",,,,,,,,,,,,,
Troksnis Pērkons,,,,,,,,,,,,,
TUMSA - Lai būtu tā,,,,,,,,,,,,,
TUMSA - Un pirms mēs aizmigām,,,,,,,,,,,,,
Tumsa un Mārtiņš Freimanis – Pēc mums,,,,,,,,,,,,,
Uzmini Nu,,,,,,,,,,,,,
Zaļā Dziesma,,,,,,,,,,,,,
Ziemeļmeita - Jumprava,,,,,,,,,,,,,
"Zilais Karbunkulis, Raimonds Pauls, Jānis Peters",,,,,,,,,,,,,
Z-Scars - Tu tuvojies sev - Kasetes,,,,,,,,,,,,,
Zvaigžņu Kabare,,,,,,,,,,,,,
4 vēji - Vēl Tevi Mīlēt - Diāna Vaišļa,,,,,,,,,,,,,
"Ai, dundur, dundur dun - Nora Bumbiere, Viktors Lapčenoks",,,,,,,,,,,,,
Ainārs Mielavs - Nāc Ar Mani Paklusēt - arn1s,,,,,,,,,,,,,
Ainars Mielavs - Nedalama,,,,,,,,,,,,,
Aiviekste. Jāņu rīts,,,,,,,,,,,,,
"Ak, sievietes, R. Pauls, V. Artavs",,,,,,,,,,,,,
Ance Krauze - Sasala Jūrīna,,,,,,,,,,,,,
Ainars Virga - Rozes zieds,,,,,,,,,,,,,
Ak vai cik žēl - Agrais rīts,,,,,,,,,,,,,
Ance Krauze - Rasa,,,,,,,,,,,,,
Andris Ērglis - Ripoja akmens,,,,,,,,,,,,,
Andris Ērglis - Sirdspuksti,,,,,,,,,,,,,
Andris Ērglis un Dzeguzīte - Mazie zvaniņi,,,,,,,,,,,,,
Andris Ērglis un Kristīne Zaharova - Pa paralēli,,,,,,,,,,,,,
ansis - Zemes stunda pied. Kristīne Pāže,,,,,,,,,,,,,
Antra Stafecka - Vētra nāk,,,,,,,,,,,,,
Ar Dievu meitenes - Agrais rīts,,,,,,,,,,,,,
Bet Bet - Klāt ir atkal jaunais gads,,,,,,,,,,,,,
Bet bet - Nakts,,,,,,,,,,,,,
Cacao - Reiz Ziemassvētkos,,,,,,,,,,,,,
Caur sidraba birzi gāju,,,,,,,,,,,,,
Čie-Čie Čie-čie čiekuri - Agrais rīts,,,,,,,,,,,,,
"Cielaviņa, Raimonds Pauls",,,,,,,,,,,,,
Dons - Hollow with backing vocals - peoelu,,,,,,,,,,,,,
Dons - Pašā ielas galā,,,,,,,,,,,,,
